task_code,status_code,wbs_id,user_field_297,task_name,start_date,end_date,delete_record_flag
LXSSAT1046,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 402 - Central Control Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1048,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 406 - CCTV Radio System Installation Verification,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1050,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 601 - Signal Sighting Field Test,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1004,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 701 - Guideway Civil Inspection,8/27/2021 8:00:00 AM,9/10/2021 5:00:00 PM,
LXSSAT1052,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 702 - Guidebeam Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1358,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 710 - Norming Point Civil Location,10/11/2021 8:00:00 AM,10/22/2021 5:00:00 PM,
LXSSAT1472,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 810 - ATC Data Radio Installation Verification,10/25/2021 8:00:00 AM,11/5/2021 5:00:00 PM,
LXSSAT1186,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 817 - BWAN Pre-Installation Communication RF Survey Test,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1054,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 830 - Passenger WiFi Radio System Installation Verification,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1008,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 703 - Buffer Installation Inspection,8/27/2021 8:00:00 AM,9/10/2021 5:00:00 PM,
LXSSAT1202,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 602 - Station Door Test,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1316,Not Started,LINXS-1907.4.1.3.3,,ITF West - Shared Access- BT PICO Support to E I,11/30/2021 8:00:00 AM,11/30/2021 8:00:00 AM,
LXSSAT2358,Not Started,LINXS-1907.4.1.3.3,,ITF West - Complete Handover- PICO Complete- Handover to BT for SAT,2/17/2022 8:00:00 AM,2/17/2022 8:00:00 AM,
LXSSAT2324,Not Started,LINXS-1907.4.1.3.3,,ITF West - SAT Complete,5/12/2022 8:00:00 AM,5/12/2022 8:00:00 AM,
LXSSAT1464,Not Started,LINXS-1907.4.1.3.3.1.1.2,,Switch 74 - 001 - Field Cable Megger & Continuity,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1586,Not Started,LINXS-1907.4.1.3.3.1.1.2,,Switch 74 - 101 - Ground/Power Rail Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1588,Not Started,LINXS-1907.4.1.3.3.1.1.2,,Switch 74 - 401C - Signal Installation Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1590,Not Started,LINXS-1907.4.1.3.3.1.1.2,,Switch 74 - 401D - Traffic Signal Lights Installation Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1466,Not Started,LINXS-1907.4.1.3.3.1.1.2,,Switch 74 - 601 - Signal Sighting Field Test,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1350,Not Started,LINXS-1907.4.1.3.3.1.1.2,,Switch 74 - 701 - Guideway Civil Inspection,11/30/2021 8:00:00 AM,12/13/2021 5:00:00 PM,
LXSSAT1468,Not Started,LINXS-1907.4.1.3.3.1.1.2,,Switch 74 - 702 - Guidebeam Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1470,Not Started,LINXS-1907.4.1.3.3.1.1.2,,Switch 74 - 704 - Switch Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1712,Not Started,LINXS-1907.4.1.3.3.1.1.2,,Switch 74 - 710 - Norming Point Civil Location,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1710,Not Started,LINXS-1907.4.1.3.3.1.2.1,,Switch 73 - 404 - OCS950 Field Test,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1584,Not Started,LINXS-1907.4.1.3.3.1.2.1,,Switch 73 - 705 - Switch Operation,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1778,Not Started,LINXS-1907.4.1.3.3.1.2.1,,Switch 73 - 1000 - Switch Correspondence Test,2/3/2022 8:00:00 AM,2/16/2022 5:00:00 PM,
LXSSAT1456,Not Started,LINXS-1907.4.1.3.3.1.2.2,,Switch 73 - 001 - Field Cable Megger & Continuity,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1578,Not Started,LINXS-1907.4.1.3.3.1.2.2,,Switch 73 - 101 - Ground/Power Rail Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1580,Not Started,LINXS-1907.4.1.3.3.1.2.2,,Switch 73 - 401C - Signal Installation Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1582,Not Started,LINXS-1907.4.1.3.3.1.2.2,,Switch 73 - 401D - Traffic Signal Lights Installation Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1458,Not Started,LINXS-1907.4.1.3.3.1.2.2,,Switch 73 - 601 - Signal Sighting Field Test,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1348,Not Started,LINXS-1907.4.1.3.3.1.2.2,,Switch 73 - 701 - Guideway Civil Inspection,11/30/2021 8:00:00 AM,12/13/2021 5:00:00 PM,
LXSSAT1460,Not Started,LINXS-1907.4.1.3.3.1.2.2,,Switch 73 - 702 - Guidebeam Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1462,Not Started,LINXS-1907.4.1.3.3.1.2.2,,Switch 73 - 704 - Switch Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1708,Not Started,LINXS-1907.4.1.3.3.1.2.2,,Switch 73 - 710 - Norming Point Civil Location,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1706,Not Started,LINXS-1907.4.1.3.3.1.3.1,,Switch 72 - 404 - OCS950 Field Test,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1576,Not Started,LINXS-1907.4.1.3.3.1.3.1,,Switch 72 - 705 - Switch Operation,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1776,Not Started,LINXS-1907.4.1.3.3.1.3.1,,Switch 72 - 1000 - Switch Correspondence Test,2/3/2022 8:00:00 AM,2/16/2022 5:00:00 PM,
LXSSAT1448,Not Started,LINXS-1907.4.1.3.3.1.3.2,,Switch 72 - 001 - Field Cable Megger & Continuity,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1570,Not Started,LINXS-1907.4.1.3.3.1.3.2,,Switch 72 - 101 - Ground/Power Rail Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1572,Not Started,LINXS-1907.4.1.3.3.1.3.2,,Switch 72 - 401C - Signal Installation Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1574,Not Started,LINXS-1907.4.1.3.3.1.3.2,,Switch 72 - 401D - Traffic Signal Lights Installation Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1450,Not Started,LINXS-1907.4.1.3.3.1.3.2,,Switch 72 - 601 - Signal Sighting Field Test,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1346,Not Started,LINXS-1907.4.1.3.3.1.3.2,,Switch 72 - 701 - Guideway Civil Inspection,11/30/2021 8:00:00 AM,12/13/2021 5:00:00 PM,
LXSSAT1452,Not Started,LINXS-1907.4.1.3.3.1.3.2,,Switch 72 - 702 - Guidebeam Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1454,Not Started,LINXS-1907.4.1.3.3.1.3.2,,Switch 72 - 704 - Switch Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1704,Not Started,LINXS-1907.4.1.3.3.1.3.2,,Switch 72 - 710 - Norming Point Civil Location,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1698,Not Started,LINXS-1907.4.1.3.3.1.4.1,,Switch 62 - 404 - OCS950 Field Test,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1560,Not Started,LINXS-1907.4.1.3.3.1.4.1,,Switch 62 - 705 - Switch Operation,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1772,Not Started,LINXS-1907.4.1.3.3.1.4.1,,Switch 62 - 1000 - Switch Correspondence Test,2/3/2022 8:00:00 AM,2/16/2022 5:00:00 PM,
LXSSAT1432,Not Started,LINXS-1907.4.1.3.3.1.4.2,,Switch 62 - 001 - Field Cable Megger & Continuity,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1554,Not Started,LINXS-1907.4.1.3.3.1.4.2,,Switch 62 - 101 - Ground/Power Rail Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1556,Not Started,LINXS-1907.4.1.3.3.1.4.2,,Switch 62 - 401C - Signal Installation Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1558,Not Started,LINXS-1907.4.1.3.3.1.4.2,,Switch 62 - 401D - Traffic Signal Lights Installation Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1434,Not Started,LINXS-1907.4.1.3.3.1.4.2,,Switch 62 - 601 - Signal Sighting Field Test,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1342,Not Started,LINXS-1907.4.1.3.3.1.4.2,,Switch 62 - 701 - Guideway Civil Inspection,11/30/2021 8:00:00 AM,12/13/2021 5:00:00 PM,
LXSSAT1436,Not Started,LINXS-1907.4.1.3.3.1.4.2,,Switch 62 - 702 - Guidebeam Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1438,Not Started,LINXS-1907.4.1.3.3.1.4.2,,Switch 62 - 704 - Switch Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1696,Not Started,LINXS-1907.4.1.3.3.1.4.2,,Switch 62 - 710 - Norming Point Civil Location,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1694,Not Started,LINXS-1907.4.1.3.3.1.5.1,,Switch 61 - 404 - OCS950 Field Test,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1552,Not Started,LINXS-1907.4.1.3.3.1.5.1,,Switch 61 - 705 - Switch Operation,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1770,Not Started,LINXS-1907.4.1.3.3.1.5.1,,Switch 61 - 1000 - Switch Correspondence Test,2/3/2022 8:00:00 AM,2/16/2022 5:00:00 PM,
LXSSAT1424,Not Started,LINXS-1907.4.1.3.3.1.5.2,,Switch 61 - 001 - Field Cable Megger & Continuity,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1546,Not Started,LINXS-1907.4.1.3.3.1.5.2,,Switch 61 - 101 - Ground/Power Rail Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1548,Not Started,LINXS-1907.4.1.3.3.1.5.2,,Switch 61 - 401C - Signal Installation Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1550,Not Started,LINXS-1907.4.1.3.3.1.5.2,,Switch 61 - 401D - Traffic Signal Lights Installation Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1426,Not Started,LINXS-1907.4.1.3.3.1.5.2,,Switch 61 - 601 - Signal Sighting Field Test,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1340,Not Started,LINXS-1907.4.1.3.3.1.5.2,,Switch 61 - 701 - Guideway Civil Inspection,11/30/2021 8:00:00 AM,12/13/2021 5:00:00 PM,
LXSSAT1428,Not Started,LINXS-1907.4.1.3.3.1.5.2,,Switch 61 - 702 - Guidebeam Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1430,Not Started,LINXS-1907.4.1.3.3.1.5.2,,Switch 61 - 704 - Switch Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1692,Not Started,LINXS-1907.4.1.3.3.1.5.2,,Switch 61 - 710 - Norming Point Civil Location,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1702,Not Started,LINXS-1907.4.1.3.3.1.6.1,,Switch 71 - 404 - OCS950 Field Test,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1568,Not Started,LINXS-1907.4.1.3.3.1.6.1,,Switch 71 - 705 - Switch Operation,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1774,Not Started,LINXS-1907.4.1.3.3.1.6.1,,Switch 71 - 1000 - Switch Correspondence Test,2/3/2022 8:00:00 AM,2/16/2022 5:00:00 PM,
LXSSAT1440,Not Started,LINXS-1907.4.1.3.3.1.6.2,,Switch 71 - 001 - Field Cable Megger & Continuity,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1562,Not Started,LINXS-1907.4.1.3.3.1.6.2,,Switch 71 - 101 - Ground/Power Rail Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1564,Not Started,LINXS-1907.4.1.3.3.1.6.2,,Switch 71 - 401C - Signal Installation Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1566,Not Started,LINXS-1907.4.1.3.3.1.6.2,,Switch 71 - 401D - Traffic Signal Lights Installation Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1442,Not Started,LINXS-1907.4.1.3.3.1.6.2,,Switch 71 - 601 - Signal Sighting Field Test,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1344,Not Started,LINXS-1907.4.1.3.3.1.6.2,,Switch 71 - 701 - Guideway Civil Inspection,11/30/2021 8:00:00 AM,12/13/2021 5:00:00 PM,
LXSSAT1444,Not Started,LINXS-1907.4.1.3.3.1.6.2,,Switch 71 - 702 - Guidebeam Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1446,Not Started,LINXS-1907.4.1.3.3.1.6.2,,Switch 71 - 704 - Switch Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1700,Not Started,LINXS-1907.4.1.3.3.1.6.2,,Switch 71 - 710 - Norming Point Civil Location,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1414,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 001 - Field Cable Megger & Continuity,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1416,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 004 - Fiber Optic Cable,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1536,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 101 - Ground/Power Rail Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1336,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 301G - Facilities Inspection Guideway,11/30/2021 8:00:00 AM,12/13/2021 5:00:00 PM,
LXSSAT1538,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 401F - Axel Counter Installation Verification,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1418,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 406 - CCTV Radio System Installation Verification,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1338,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 701 - Guideway Civil Inspection,11/30/2021 8:00:00 AM,12/13/2021 5:00:00 PM,
LXSSAT1420,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 702 - Guidebeam Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1682,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 710 - Norming Point Civil Location,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1684,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 810 - ATC Data Radio Installation Verification,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1540,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 817 - BWAN Pre-Installation Communication RF Survey Test,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1422,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 830 - Passenger WiFi Radio System Installation Verification,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1686,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 802 - Handheld (Maintenance) Radio System,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1542,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 806 - CCTV System Test,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1768,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 811 - TWC ? RF Integrity Test,2/3/2022 8:00:00 AM,2/16/2022 5:00:00 PM,
LXSSAT1688,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 819 - BWAN System Test,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1690,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 1185 - Wayside Network Radio System Test,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1544,Not Started,LINXS-1907.4.1.3.3.2,,Segm. ITF West to MSF - 831 - Passenger WiFi Radio System Test,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1386,Not Started,LINXS-1907.4.1.3.3.3.1.2,,Switch 52 (WITF) - 001 - Field Cable Megger & Continuity,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1508,Not Started,LINXS-1907.4.1.3.3.3.1.2,,Switch 52 (WITF) - 101 - Ground/Power Rail Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1510,Not Started,LINXS-1907.4.1.3.3.3.1.2,,Switch 52 (WITF) - 401C - Signal Installation Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1512,Not Started,LINXS-1907.4.1.3.3.3.1.2,,Switch 52 (WITF) - 401D - Traffic Signal Lights Installation Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1388,Not Started,LINXS-1907.4.1.3.3.3.1.2,,Switch 52 (WITF) - 601 - Signal Sighting Field Test,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1326,Not Started,LINXS-1907.4.1.3.3.3.1.2,,Switch 52 (WITF) - 701 - Guideway Civil Inspection,11/30/2021 8:00:00 AM,12/13/2021 5:00:00 PM,
LXSSAT1390,Not Started,LINXS-1907.4.1.3.3.3.1.2,,Switch 52 (WITF) - 702 - Guidebeam Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1392,Not Started,LINXS-1907.4.1.3.3.3.1.2,,Switch 52 (WITF) - 704 - Switch Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1658,Not Started,LINXS-1907.4.1.3.3.3.1.2,,Switch 52 (WITF) - 710 - Norming Point Civil Location,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1660,Not Started,LINXS-1907.4.1.3.3.3.1.2,,Switch 52 (WITF) - 404 - OCS950 Field Test,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1514,Not Started,LINXS-1907.4.1.3.3.3.1.2,,Switch 52 (WITF) - 705 - Switch Operation,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1762,Not Started,LINXS-1907.4.1.3.3.3.1.2,,Switch 52 (WITF) - 1000 - Switch Correspondence Test,2/3/2022 8:00:00 AM,2/16/2022 5:00:00 PM,
LXSSAT1656,Not Started,LINXS-1907.4.1.3.3.3.2.1,,Switch 51 (WITF) - 404 - OCS950 Field Test,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1506,Not Started,LINXS-1907.4.1.3.3.3.2.1,,Switch 51 (WITF) - 705 - Switch Operation,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1760,Not Started,LINXS-1907.4.1.3.3.3.2.1,,Switch 51 (WITF) - 1000 - Switch Correspondence Test,2/3/2022 8:00:00 AM,2/16/2022 5:00:00 PM,
LXSSAT1378,Not Started,LINXS-1907.4.1.3.3.3.2.2,,Switch 51 (WITF) - 001 - Field Cable Megger & Continuity,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1500,Not Started,LINXS-1907.4.1.3.3.3.2.2,,Switch 51 (WITF) - 101 - Ground/Power Rail Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1502,Not Started,LINXS-1907.4.1.3.3.3.2.2,,Switch 51 (WITF) - 401C - Signal Installation Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1504,Not Started,LINXS-1907.4.1.3.3.3.2.2,,Switch 51 (WITF) - 401D - Traffic Signal Lights Installation Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1380,Not Started,LINXS-1907.4.1.3.3.3.2.2,,Switch 51 (WITF) - 601 - Signal Sighting Field Test,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1324,Not Started,LINXS-1907.4.1.3.3.3.2.2,,Switch 51 (WITF) - 701 - Guideway Civil Inspection,11/30/2021 8:00:00 AM,12/13/2021 5:00:00 PM,
LXSSAT1382,Not Started,LINXS-1907.4.1.3.3.3.2.2,,Switch 51 (WITF) - 702 - Guidebeam Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1384,Not Started,LINXS-1907.4.1.3.3.3.2.2,,Switch 51 (WITF) - 704 - Switch Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1654,Not Started,LINXS-1907.4.1.3.3.3.2.2,,Switch 51 (WITF) - 710 - Norming Point Civil Location,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1404,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 001 - Field Cable Megger & Continuity,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1406,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 004 - Fiber Optic Cable,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1526,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 101 - Ground/Power Rail Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1332,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 301G - Facilities Inspection Guideway,11/30/2021 8:00:00 AM,12/13/2021 5:00:00 PM,
LXSSAT1528,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 401F - Axel Counter Installation Verification,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1408,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 406 - CCTV Radio System Installation Verification,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1334,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 701 - Guideway Civil Inspection,11/30/2021 8:00:00 AM,12/13/2021 5:00:00 PM,
LXSSAT1410,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 702 - Guidebeam Installation Inspection,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1672,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 710 - Norming Point Civil Location,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1674,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 810 - ATC Data Radio Installation Verification,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1530,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 817 - BWAN Pre-Installation Communication RF Survey Test,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1412,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 830 - Passenger WiFi Radio System Installation Verification,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1676,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 802 - Handheld (Maintenance) Radio System,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1532,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 806 - CCTV System Test,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1766,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 811 - TWC ? RF Integrity Test,2/3/2022 8:00:00 AM,2/16/2022 5:00:00 PM,
LXSSAT1678,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 819 - BWAN System Test,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1680,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 1185 - Wayside Network Radio System Test,1/20/2022 8:00:00 AM,2/2/2022 5:00:00 PM,
LXSSAT1534,Not Started,LINXS-1907.4.1.3.3.4,,Segm. Bent 52 to ITF West - 831 - Passenger WiFi Radio System Test,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
LXSSAT1394,Not Started,LINXS-1907.4.1.3.3.5,,Segm. Bent 47 to 52 -  001 - Field Cable Megger & Continuity,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1396,Not Started,LINXS-1907.4.1.3.3.5,,Segm. Bent 47 to 52 -  004 - Fiber Optic Cable,12/14/2021 8:00:00 AM,1/5/2022 5:00:00 PM,
LXSSAT1516,Not Started,LINXS-1907.4.1.3.3.5,,Segm. Bent 47 to 52 -  101 - Ground/Power Rail Inspection,1/6/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
